Taxonomy	Sample1	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample2	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample3	Sample30	Sample31	Sample32	Sample33	Sample34	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Tax_detail
Massilia	0	0	0	0.00941619585687382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00582257040016938	0.00336619379658572	0	0	0	0	0	0	0	0.00151515151515152	0.00396737932554552	0	0.0100763358778626	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;
Oligella	0	0	0.0100755667506297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151515151515152	0.00110204981265153	0.00094488188976378	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella;
Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100536193029491	0	0	0	0.00677535464746983	0.00264486655446021	0	0	0	0	0	0	0	0.0053030303030303	0.00264491955036368	0	0.00580152671755725	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;
Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00976377952755906	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;
Flavisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026466229091679	0.00156287569127194	0	0	0	0	0	0	0	0	0	0.00440944881889764	0.00946564885496183	0	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter;
Pelomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094488188976378	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;
Cardiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00937725414763164	0	0	0.000961769656167348	0	0.00332963374028857	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;
Erythromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00918171728382605	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythromicrobium;
Arthrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465805632013551	0.00228420293339745	0	0	0	0	0	0	0	0	0	0	0.00916030534351145	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;
TG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913681173358981	0	0	0	0	0.00272424578750883	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__TG5;
Caulobacter	0	0	0	0	0.00905432595573441	0	0	0	0	0	0	0	0	0	0	0	0.00335120643431635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;
[Ruminococcus]	0.00198075834748161	0	0	0	0	0	0	0	0	0	0.00869565217391304	0	0	0	0.00222057735011103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635727908455181	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];
Lysobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854961832061069	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;
Rhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00850393700787402	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;
Oceanisphaera	0	0	0	0	0.00804828973843058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396946564885496	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Oceanisphaera;
Nocardioides	0	0	0	0	0.00804828973843058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222316324370104	0.00204376051935561	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;
Moryella	0	0	0	0	0	0	0.00383141762452107	0.00304723209751143	0.00797373358348968	0.00314095013741657	0	0	0	0	0	0.000778664590227759	0	0	0.00168309689829286	0	0	0	0	0	0	0.002031340684852	0	0.00142348754448399	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;
ph2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00737265415549598	0	0.00120221207020918	0	0.00793986872750371	0.000961769656167348	0	0.000807183937039653	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__ph2;
Dialister	0	0	0	0	0	0	0	0	0	0	0.00151828847481021	0	0	0	0	0	0	0	0.00793459966338062	0	0.00296421765826805	0.000240442414041837	0	0.00322873574815861	0	0	0	0	0.00127145581691036	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;
Clostridium	0	0	0.00251889168765743	0.00564971751412429	0.00503018108651911	0	0	0	0	0	0	0.00102786660575605	0.00241837968561064	0.000925069380203515	0.00222057735011103	0	0.00134048257372654	0	0	0	0.00381113698920178	0.00264486655446021	0.00214592274678112	0	0	0	0	0	0.00470438652256834	0	0.00264491955036368	0.00755905511811024	0.00641221374045802	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;
Bergeyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00732824427480916	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Bergeyella;
Bilophila	0	0	0	0	0	0	0	0	0	0	0.00717736369910283	0	0.00120918984280532	0.0040086339808819	0.00222057735011103	0	0	0	0	0.00703674745895231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;
Blastococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402144772117962	0	0	0	0.00148210882913402	0	0	0	0	0	0	0	0	0	0	0	0.0067175572519084	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus;
Rhodococcus	0	0	0	0.00659133709981168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243489307643447	0.000841548449146429	0	0	0	0	0	0	0	0.00252525252525253	0	0	0.00488549618320611	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus;
Schwartzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064919451791296	0	0	0	0	0.00121077590555948	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Schwartzia;
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137624391276731	0	0	0	0	0	0	0	0	0	0.00639188891337888	0	0.00305343511450382	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;
1-68	0	0	0.00503778337531486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144265448425102	0	0.00624603006563625	0.000360663621062755	0	0.00282514377963879	0	0	0	0	0	0.00252525252525253	0	0	0.00152671755725191	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__1-68;
Tannerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00601106035104592	0	0	0	0	0.00252244980324892	0	0.001015670342426	0.000498173364330787	0	0	0.00101010101010101	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;
Lachnoanaerobaculum	0	0	0	0	0	0	0	0.00253936008125952	0	0	0	0	0	0	0	0	0	0	0.00577061793700409	0	0	0	0	0.00110987791342952	0	0	0	0	0	0	0.00220409962530306	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;
Pasteurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549618320610687	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella;
Subdoligranulum	0.00240520656479909	0	0	0	0	0	0	0	0	0	0.00248447204968944	0.000685244403837369	0	0	0.000592153960029608	0	0	0	0	0	0	0	0.00113607674829588	0	0	0	0	0	0	0	0	0	0	0.0054525627044711	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;
Marmoricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00535433070866142	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Marmoricola;
Abiotrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00480884828083674	0	0	0.000721327242125511	0	0.0053475935828877	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;
Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368248772504092	0	0	0.0052932458183358	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium;
Pusillimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00519083969465649	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pusillimonas;
Deinococcus	0	0	0.00503778337531486	0.00188323917137476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126262626262626	0.00176327970024245	0	0	0	k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;
Blastomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494400161436787	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;
Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0.00253929866989117	0.0047795251310515	0.00310880829015544	0	0	0	0	0	0	0.000480884828083674	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;
Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046916890080429	0	0	0	0.00275248782553462	0.00108199086318827	0	0	0	0	0	0	0	0.00227272727272727	0	0.00188976377952756	0.0033587786259542	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;
Dorea	0.00254668930390492	0	0	0	0	0	0	0	0	0	0	0.0035404294198264	0.00205562273276904	0.00185013876040703	0	0	0	0	0	0	0	0.00288530896850204	0.00138853824791719	0	0	0	0	0	0.00432294977749523	0	0	0.00440944881889764	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;
Perlucidibaca	0	0	0	0	0.00402414486921529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183206106870229	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca;
Methylibium	0	0	0	0	0	0	0	0	0	0	0	0.00399725902238465	0	0.00308356460067838	0	0	0	0	0	0	0	0	0.00265084574602373	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium;
[Eubacterium]	0	0	0	0.00376647834274953	0.00201207243460765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360663621062755	0	0	0	0	0	0	0	0	0	0.0015748031496063	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];
Bulleidia	0	0	0	0	0	0	0	0.00101574403250381	0	0.00117785630153121	0	0	0	0	0	0.00038933229511388	0	0	0.00312575138254388	0	0	0	0	0.000504489960649783	0	0.00116076610562972	0.00182663566921289	0.00370106761565836	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;
Ruminococcus	0.000707413695529145	0	0	0	0	0	0	0	0	0	0	0.00205573321151211	0.00290205562273277	0.00370027752081406	0	0	0	0	0	0	0	0	0.00290330724564504	0	0	0	0	0	0.00190718372536554	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus;
Atopobium	0	0	0	0	0	0	0	0.00253936008125952	0	0	0	0	0	0	0	0	0	0	0.00360663621062755	0	0	0	0	0.00090808192916961	0	0.000725478816018572	0.00116240451677184	0.00185053380782918	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;
Mogibacterium	0	0	0	0	0	0	0	0.00355510411376333	0.00187617260787992	0	0.000276052449965493	0	0	0	0	0	0	0	0.00240442414041837	0	0.000317594749100148	0	0	0.00151346988194935	0	0.000435287289611143	0.00116240451677184	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium;
Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336619379658572	0	0	0	0	0.000706285944909696	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;
Mycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201143341096761	0	0	0	0	0	0	0	0	0.00252525252525253	0	0.00094488188976378	0.0033587786259542	0	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;
Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	0.00314389359129383	0	0	0	0	0	0.000480884828083674	0	0	0	0.00126230749810654	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;
Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00312575138254388	0	0	0	0	0.000807183937039653	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;
Kingella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00312575138254388	0	0	0	0	0.00131167389768944	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;
WAL_1855D	0	0	0	0.00188323917137476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000741054414567012	0.000721327242125511	0	0.000504489960649783	0	0	0	0	0.000762873490146217	0.00303030303030303	0.000661229887590919	0.00094488188976378	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D;
Roseomonas	0	0	0	0	0.00301810865191147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00190556849460089	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;
Butyricicoccus	0	0	0	0	0	0	0	0	0	0	0.000690131124913734	0.0029693924166286	0	0	0	0	0	0	0	0	0	0	0.0016409997475385	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;
Polaromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275248782553462	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;
Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148210882913402	0	0	0	0	0	0	0	0	0	0	0	0.00274809160305344	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;
Hymenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026466229091679	0	0	0	0	0	0	0	0	0.00176767676767677	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;
Variovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00264486655446021	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;
Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0.00157194679564692	0.00262102991057663	0.00222057735011103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;
Allobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108199086318827	0	0	0	0	0	0	0	0	0	0.00251968503937008	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;
Catenibacterium	0	0	0	0.00188323917137476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116451408003388	0.00180331810531378	0	0	0	0	0	0	0	0	0	0.00251968503937008	0.00244274809160305	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;
Gallicola	0	0	0.00251889168765743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Gallicola;
Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000601106035104592	0	0	0	0	0	0	0	0	0	0	0.00244274809160305	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;
Novosphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240442414041837	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000721327242125511	0	0	0	0	0	0	0	0.00227272727272727	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium;
Adhaeribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169383866186746	0.00204376051935561	0	0	0	0	0	0	0	0	0.000881639850121226	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;
Methylotenera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201795984259913	0	0	0	0	0	0.00202020202020202	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera;
Actinomycetospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201143341096761	0.0013224332772301	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora;
Anaerostipes	0.00198075834748161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000883615248674577	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;
Vogesella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019466614755694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vogesella;
Balneimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179970357823417	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas;
Facklamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110987791342952	0	0	0	0	0	0.00176767676767677	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;
Brevibacterium	0	0.00164880461665293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000757575757575758	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;
Varibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158797374550074	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158797374550074	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;
Tepidimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156287569127194	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas;
Helcococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151515151515152	0.000661229887590919	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Helcococcus;
Segetibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148210882913402	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Segetibacter;
Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144265448425102	0	0	0	0	0.000201795984259913	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;
Arcanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137624391276731	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;
Mycoplana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137624391276731	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana;
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130586186883343	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;
Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127037899640059	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;
Alicyclobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052932458183358	0.000240442414041837	0	0	0	0	0	0	0	0.00126262626262626	0.000661229887590919	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;
Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125984251968504	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;
Arcobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122137404580153	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;
